id;region;fecha;hora;es_dia;temperatura_2m;lluvia_mm;humedad_relativa_2m;temperatura_aparente;radiacion_directa;cod_clima;presion_msl
5183;costa;13/5/2022;12:00;1;22.4;0.00;87;25.9;2.2;0;1010.6
5184;oriente;13/5/2022;12:00;1;24.0;4.70;90;28.8;78.3;53;1015.2
5185;sierra;14/5/2022;0:00;0;8.0;0.40;97;7.1;5.8;51;1019.9
5186;costa;14/5/2022;0:00;0;25.1;0.80;87;29.8;23.7;51;1009.3
5187;oriente;14/5/2022;0:00;0;19.3;0.20;92;21.3;5.5;51;1014.9
5188;sierra;14/5/2022;12:00;1;9.1;4.50;98;8.6;5.0;53;1021.4
5189;costa;14/5/2022;12:00;1;22.0;0.00;90;25.3;0.8;3;1011.6
5190;oriente;14/5/2022;12:00;1;21.6;6.20;95;25.4;37.2;55;1016.4
5191;sierra;15/5/2022;0:00;0;9.1;0.70;97;8.4;4.3;51;1020.3
5192;costa;15/5/2022;0:00;0;25.6;2.20;87;30.7;76.3;51;1010.2
5193;oriente;15/5/2022;0:00;0;19.7;6.50;97;22.7;3.7;55;1016.0
5194;sierra;15/5/2022;12:00;1;11.2;1.90;93;10.4;30.2;51;1021.1
5195;costa;15/5/2022;12:00;1;22.5;1.00;93;26.4;1.8;51;1012.0
5196;oriente;15/5/2022;12:00;1;26.2;3.50;73;30.1;308.8;53;1015.2
5197;sierra;16/5/2022;0:00;0;9.2;0.30;93;8.5;7.5;51;1020.8
5198;costa;16/5/2022;0:00;0;25.8;0.00;76;29.0;168.2;3;1009.0
5199;oriente;16/5/2022;0:00;0;20.5;1.10;93;23.2;7.7;51;1015.6
5200;sierra;16/5/2022;12:00;1;9.6;6.10;93;8.9;0.7;55;1022.8
5201;costa;16/5/2022;12:00;1;22.2;0.30;85;25.7;0.2;51;1013.3
5202;oriente;16/5/2022;12:00;1;22.1;11.40;94;26.2;34.0;61;1017.8
5203;sierra;17/5/2022;0:00;0;9.9;0.00;88;9.1;7.5;3;1021.8
5204;costa;17/5/2022;0:00;0;25.0;0.00;88;29.7;67.7;3;1011.8
5205;oriente;17/5/2022;0:00;0;20.3;1.90;89;22.9;3.5;51;1016.8
5206;sierra;17/5/2022;12:00;1;9.9;1.20;91;9.2;11.3;51;1024.4
5207;costa;17/5/2022;12:00;1;21.8;0.10;96;25.8;1.3;51;1014.2
5208;oriente;17/5/2022;12:00;1;22.8;13.40;84;26.3;41.7;61;1018.8
5209;sierra;18/5/2022;0:00;0;9.6;16.50;90;8.9;0.0;63;1022.8
5210;costa;18/5/2022;0:00;0;25.5;0.60;83;29.4;122.2;51;1013.7
5211;oriente;18/5/2022;0:00;0;19.7;0.60;89;21.9;4.3;51;1017.9
5212;sierra;18/5/2022;12:00;1;9.4;10.60;93;8.3;0.7;61;1024.5
5213;costa;18/5/2022;12:00;1;22.4;1.80;95;26.1;0.3;51;1015.4
5214;oriente;18/5/2022;12:00;1;21.0;2.30;100;24.7;9.0;51;1019.7
5215;sierra;19/5/2022;0:00;0;8.4;2.40;99;7.5;0.0;51;1023.8
5216;costa;19/5/2022;0:00;0;25.0;0.10;84;28.8;8.8;51;1013.1
5217;oriente;19/5/2022;0:00;0;18.9;4.30;99;21.7;0.0;53;1019.5
5218;sierra;19/5/2022;12:00;1;7.4;2.70;92;6.0;0.0;51;1024.2
5219;costa;19/5/2022;12:00;1;22.3;0.20;95;26.2;0.0;51;1014.4
5220;oriente;19/5/2022;12:00;1;22.9;1.40;78;25.2;33.7;51;1018.5
5221;sierra;20/5/2022;0:00;0;7.5;0.50;100;6.8;0.0;51;1022.8
5222;costa;20/5/2022;0:00;0;25.5;9.50;89;30.4;150.2;61;1011.5
5223;oriente;20/5/2022;0:00;0;18.1;0.00;88;19.4;3.7;1;1018.4
5224;sierra;20/5/2022;12:00;1;11.0;0.10;82;9.9;200.8;51;1023.3
5225;costa;20/5/2022;12:00;1;23.0;0.00;96;27.5;1.2;3;1012.6
5226;oriente;20/5/2022;12:00;1;21.9;0.00;73;23.3;8.2;3;1018.6
5227;sierra;21/5/2022;0:00;0;8.2;0.50;91;7.0;7.5;51;1022.9
5228;costa;21/5/2022;0:00;0;24.8;4.60;95;30.6;151.2;53;1012.4
5229;oriente;21/5/2022;0:00;0;19.2;0.10;89;21.5;1.0;51;1018.5
5230;sierra;21/5/2022;12:00;1;11.9;0.00;82;10.8;285.3;3;1023.6
5231;costa;21/5/2022;12:00;1;23.4;0.80;92;27.9;0.0;51;1014.4
5232;oriente;21/5/2022;12:00;1;24.8;0.10;70;27.4;128.7;51;1018.9
5233;sierra;22/5/2022;0:00;0;7.6;0.00;89;6.1;10.3;3;1023.9
5234;costa;22/5/2022;0:00;0;25.4;2.50;91;30.8;210.3;51;1013.5
5235;oriente;22/5/2022;0:00;0;17.9;0.00;94;19.8;4.8;3;1018.6
5236;sierra;22/5/2022;12:00;1;11.8;0.30;83;10.6;281.5;51;1023.9
5237;costa;22/5/2022;12:00;1;23.1;0.40;92;26.8;0.5;51;1015.0
5238;oriente;22/5/2022;12:00;1;26.9;0.60;56;29.1;315.2;51;1017.2
5239;sierra;23/5/2022;0:00;0;8.7;0.00;96;7.9;7.5;2;1021.9
5240;costa;23/5/2022;0:00;0;26.1;1.40;83;30.8;92.8;51;1012.5
5241;oriente;23/5/2022;0:00;0;19.1;0.00;90;21.1;8.0;2;1016.3
5242;sierra;23/5/2022;12:00;1;10.9;2.00;88;9.8;230.3;51;1020.9
5243;costa;23/5/2022;12:00;1;22.6;0.00;86;26.0;1.8;1;1013.8
5244;oriente;23/5/2022;12:00;1;26.8;0.50;66;30.0;272.7;51;1014.7
5245;sierra;24/5/2022;0:00;0;8.7;2.80;98;8.1;1.7;51;1021.5
5246;costa;24/5/2022;0:00;0;25.4;0.00;80;29.2;112.2;2;1011.3
5247;oriente;24/5/2022;0:00;0;18.9;10.50;99;21.6;0.0;61;1017.0
5248;sierra;24/5/2022;12:00;1;11.6;1.60;85;10.1;152.5;51;1020.2
5249;costa;24/5/2022;12:00;1;21.8;0.00;89;24.5;0.5;3;1011.4
5250;oriente;24/5/2022;12:00;1;25.9;0.60;68;29.1;289.2;51;1014.5
5251;sierra;25/5/2022;0:00;0;8.6;1.80;100;7.7;4.3;51;1020.8
5252;costa;25/5/2022;0:00;0;25.8;0.00;78;29.3;118.5;1;1009.5
5253;oriente;25/5/2022;0:00;0;20.3;1.70;94;23.1;2.7;51;1015.3
5254;sierra;25/5/2022;12:00;1;8.9;5.10;99;7.7;16.8;53;1022.2
5255;costa;25/5/2022;12:00;1;22.1;0.00;85;25.3;0.0;3;1012.5
5256;oriente;25/5/2022;12:00;1;21.1;5.20;98;25.0;5.2;53;1017.5
5257;sierra;26/5/2022;0:00;0;8.4;1.30;93;7.4;0.0;51;1022.5
5258;costa;26/5/2022;0:00;0;24.7;0.00;82;27.9;159.8;3;1011.1
5259;oriente;26/5/2022;0:00;0;18.3;3.10;98;20.6;1.2;53;1017.1
5260;sierra;26/5/2022;12:00;1;9.2;2.10;97;8.2;50.2;51;1023.5
5261;costa;26/5/2022;12:00;1;21.6;0.00;87;24.3;1.2;3;1014.0
5262;oriente;26/5/2022;12:00;1;22.6;2.30;89;26.4;130.5;51;1018.1
5263;sierra;27/5/2022;0:00;0;8.3;1.00;89;7.1;7.2;51;1022.6
5264;costa;27/5/2022;0:00;0;25.0;0.00;82;29.0;139.7;1;1011.4
5265;oriente;27/5/2022;0:00;0;18.8;4.70;98;21.4;5.2;53;1017.8
5266;sierra;27/5/2022;12:00;1;9.4;2.00;97;8.5;8.8;51;1023.3
5267;costa;27/5/2022;12:00;1;21.6;0.00;89;24.4;1.7;1;1013.1
5268;oriente;27/5/2022;12:00;1;22.6;4.60;88;26.4;109.0;53;1017.7
5269;sierra;28/5/2022;0:00;0;9.2;0.00;62;7.1;2.3;3;1020.8
5270;costa;28/5/2022;0:00;0;24.4;0.10;78;26.9;103.5;51;1011.2
5271;oriente;28/5/2022;0:00;0;18.0;0.60;98;20.3;6.3;51;1015.8
5272;sierra;28/5/2022;12:00;1;8.9;0.60;83;7.8;45.3;51;1021.8
5273;costa;28/5/2022;12:00;1;20.8;0.00;90;23.4;2.2;1;1011.7
5274;oriente;28/5/2022;12:00;1;21.7;7.60;95;26.0;61.5;55;1016.3
5275;sierra;29/5/2022;0:00;0;10.0;0.70;71;8.5;5.2;51;1019.3
5276;costa;29/5/2022;0:00;0;26.4;0.00;74;30.5;183.5;3;1009.8
5277;oriente;29/5/2022;0:00;0;19.0;1.40;96;21.1;4.8;51;1015.7
5278;sierra;29/5/2022;12:00;1;9.1;1.10;87;7.9;68.8;51;1021.7
5279;costa;29/5/2022;12:00;1;21.5;0.00;85;24.2;1.5;1;1011.4
5280;oriente;29/5/2022;12:00;1;25.8;0.30;62;27.9;268.5;51;1014.6
5281;sierra;30/5/2022;0:00;0;9.5;0.00;71;7.8;15.3;3;1019.2
5282;costa;30/5/2022;0:00;0;24.9;0.00;75;27.3;130.2;1;1009.5
5283;oriente;30/5/2022;0:00;0;19.2;1.50;98;21.9;4.7;51;1014.6
5284;sierra;30/5/2022;12:00;1;10.4;1.00;79;9.1;29.0;51;1020.6
5285;costa;30/5/2022;12:00;1;20.9;0.00;88;23.5;2.0;2;1011.7
5286;oriente;30/5/2022;12:00;1;20.7;5.10;91;23.6;12.3;53;1016.3
5287;sierra;31/5/2022;0:00;0;9.8;0.00;75;8.2;9.3;2;1019.0
5288;costa;31/5/2022;0:00;0;25.5;0.00;85;30.2;192.2;2;1010.3
5289;oriente;31/5/2022;0:00;0;17.6;0.00;95;19.4;4.5;3;1014.2
5290;sierra;31/5/2022;12:00;1;10.9;0.30;84;9.8;262.5;51;1020.6
5291;costa;31/5/2022;12:00;1;21.6;0.00;82;23.6;0.0;3;1013.1
5292;oriente;31/5/2022;12:00;1;25.6;0.20;62;28.0;274.8;51;1014.4
5293;sierra;1/6/2022;0:00;0;10.2;0.00;77;8.9;7.0;2;1018.5
5294;costa;1/6/2022;0:00;0;25.4;0.00;71;27.8;157.2;3;1010.7
5295;oriente;1/6/2022;0:00;0;18.2;1.20;97;20.7;2.7;51;1014.9
5296;sierra;1/6/2022;12:00;1;10.9;0.60;90;9.8;154.0;51;1020.7
5297;costa;1/6/2022;12:00;1;20.9;0.00;92;24.1;2.0;1;1012.7
5298;oriente;1/6/2022;12:00;1;24.7;0.70;73;27.7;181.3;51;1015.1
5299;sierra;2/6/2022;0:00;0;7.9;2.00;97;6.9;0.8;51;1020.2
5300;costa;2/6/2022;0:00;0;25.5;0.00;70;27.3;263.2;3;1010.8
5301;oriente;2/6/2022;0:00;0;18.4;0.00;91;20.2;2.3;3;1014.8
5302;sierra;2/6/2022;12:00;1;11.3;1.20;93;10.7;227.5;51;1020.1
5303;costa;2/6/2022;12:00;1;21.1;0.00;83;24.0;2.0;1;1013.3
5304;oriente;2/6/2022;12:00;1;22.2;0.60;81;25.0;42.2;51;1016.2
5305;sierra;3/6/2022;0:00;0;9.4;0.30;85;8.2;0.0;51;1019.8
5306;costa;3/6/2022;0:00;0;26.4;0.00;73;30.3;150.0;3;1012.1
5307;oriente;3/6/2022;0:00;0;17.8;2.50;99;20.2;0.0;51;1016.9
5308;sierra;3/6/2022;12:00;1;9.5;2.50;90;8.3;59.3;51;1021.5
5309;costa;3/6/2022;12:00;1;21.7;0.00;90;25.4;1.2;3;1012.9
5310;oriente;3/6/2022;12:00;1;22.9;1.60;82;25.7;128.8;51;1016.8
5311;sierra;4/6/2022;0:00;0;8.5;2.20;98;7.9;0.0;51;1021.6
5312;costa;4/6/2022;0:00;0;25.2;0.00;79;28.4;35.2;3;1010.6
5313;oriente;4/6/2022;0:00;0;18.6;3.90;100;21.6;0.3;53;1017.8
5314;sierra;4/6/2022;12:00;1;10.7;3.70;83;9.4;83.8;53;1021.3
5315;costa;4/6/2022;12:00;1;21.7;0.00;88;24.6;0.2;3;1012.9
5316;oriente;4/6/2022;12:00;1;25.1;0.50;70;28.0;242.0;51;1015.1
5317;sierra;5/6/2022;0:00;0;8.6;0.30;97;8.0;3.8;51;1021.2
5318;costa;5/6/2022;0:00;0;24.7;0.00;73;26.5;50.8;3;1011.4
5319;oriente;5/6/2022;0:00;0;19.4;3.30;96;22.2;3.0;53;1016.8
5320;sierra;5/6/2022;12:00;1;10.8;0.20;87;9.7;63.0;51;1021.1
5321;costa;5/6/2022;12:00;1;20.8;0.00;86;23.5;1.7;2;1012.6
5322;oriente;5/6/2022;12:00;1;25.1;0.20;63;26.8;257.3;51;1015.7
5323;sierra;6/6/2022;0:00;0;8.9;0.00;98;8.3;8.7;3;1020.4
5324;costa;6/6/2022;0:00;0;24.9;0.00;70;27.0;112.2;3;1010.7
5325;oriente;6/6/2022;0:00;0;18.1;0.00;94;19.9;5.0;2;1015.4
5326;sierra;6/6/2022;12:00;1;10.3;2.90;97;9.4;84.3;51;1020.8
5327;costa;6/6/2022;12:00;1;21.1;0.00;83;23.5;0.0;3;1012.7
5328;oriente;6/6/2022;12:00;1;25.7;0.40;58;27.0;294.5;51;1014.7
5329;sierra;7/6/2022;0:00;0;9.2;0.60;87;8.0;7.7;51;1019.6
5330;costa;7/6/2022;0:00;0;25.3;0.00;74;28.8;160.0;3;1011.0
5331;oriente;7/6/2022;0:00;0;18.2;0.10;96;20.5;2.5;51;1014.5
5332;sierra;7/6/2022;12:00;1;10.5;2.40;96;9.9;92.2;51;1019.7
5333;costa;7/6/2022;12:00;1;22.3;0.00;89;25.9;0.0;3;1013.4
5334;oriente;7/6/2022;12:00;1;22.3;3.30;88;25.9;58.5;53;1016.1
5335;sierra;8/6/2022;0:00;0;9.6;7.00;86;8.8;0.7;55;1019.5
5336;costa;8/6/2022;0:00;0;22.6;3.20;92;25.8;170.7;53;1013.2
5337;oriente;8/6/2022;0:00;0;18.7;4.60;95;20.9;1.7;53;1016.5
5338;sierra;8/6/2022;12:00;1;11.8;5.20;92;11.1;217.8;53;1019.7
5339;costa;8/6/2022;12:00;1;21.1;0.40;89;24.1;0.0;51;1014.8
5340;oriente;8/6/2022;12:00;1;23.1;2.10;82;26.4;69.0;51;1016.0
5341;sierra;9/6/2022;0:00;0;9.2;1.10;96;8.7;2.7;51;1019.6
5342;costa;9/6/2022;0:00;0;24.1;0.00;77;26.4;77.2;3;1012.7
5343;oriente;9/6/2022;0:00;0;18.4;1.40;100;21.2;4.5;51;1016.2
5344;sierra;9/6/2022;12:00;1;11.3;2.00;95;10.7;131.3;51;1020.1
5345;costa;9/6/2022;12:00;1;21.2;0.00;86;24.2;1.0;3;1013.8
5346;oriente;9/6/2022;12:00;1;22.9;0.40;81;25.9;95.2;51;1016.2
5347;sierra;10/6/2022;0:00;0;8.5;0.30;94;7.3;7.2;51;1020.0
5348;costa;10/6/2022;0:00;0;25.1;0.00;77;28.7;154.7;2;1010.9
5349;oriente;10/6/2022;0:00;0;18.9;2.60;100;21.6;7.7;51;1016.7
5350;sierra;10/6/2022;12:00;1;10.3;6.00;89;8.6;30.2;55;1020.7
5351;costa;10/6/2022;12:00;1;21.0;0.00;94;24.5;1.5;0;1013.0
5352;oriente;10/6/2022;12:00;1;24.6;8.50;74;27.9;170.3;61;1015.0
5353;sierra;11/6/2022;0:00;0;8.4;0.50;90;7.6;7.5;51;1021.0
5354;costa;11/6/2022;0:00;0;25.0;0.00;78;28.6;76.8;3;1011.4
5355;oriente;11/6/2022;0:00;0;18.8;5.30;99;21.5;8.2;53;1015.7
5356;sierra;11/6/2022;12:00;1;7.7;20.80;98;6.3;0.0;63;1023.0
5357;costa;11/6/2022;12:00;1;20.4;0.00;91;23.0;1.0;2;1013.0
5358;oriente;11/6/2022;12:00;1;20.3;11.40;97;23.3;2.0;61;1017.4
5359;sierra;12/6/2022;0:00;0;7.7;0.60;90;6.4;0.0;51;1022.4
5360;costa;12/6/2022;0:00;0;25.6;0.00;79;29.6;241.7;3;1011.2
5361;oriente;12/6/2022;0:00;0;18.6;1.70;98;21.0;0.0;51;1017.7
5362;sierra;12/6/2022;12:00;1;6.2;5.70;92;4.4;0.0;53;1025.0
5363;costa;12/6/2022;12:00;1;21.1;0.00;93;24.1;1.5;0;1012.5
5364;oriente;12/6/2022;12:00;1;21.5;5.50;81;23.4;46.3;53;1018.4
5365;sierra;13/6/2022;0:00;0;5.5;0.00;93;3.7;2.3;2;1022.6
5366;costa;13/6/2022;0:00;0;25.9;0.00;73;28.6;202.0;3;1010.4
5367;oriente;13/6/2022;0:00;0;18.6;0.00;79;19.6;2.8;3;1018.0
5368;sierra;13/6/2022;12:00;1;7.3;0.40;92;5.4;62.5;51;1024.3
5369;costa;13/6/2022;12:00;1;22.1;1.30;90;25.7;0.0;51;1013.8
5370;oriente;13/6/2022;12:00;1;21.4;0.00;69;21.8;41.0;2;1018.7
5371;sierra;14/6/2022;0:00;0;7.2;0.20;87;5.7;0.0;51;1021.5
5372;costa;14/6/2022;0:00;0;24.1;0.00;80;26.9;114.5;3;1012.3
5373;oriente;14/6/2022;0:00;0;16.4;0.00;84;16.8;9.8;0;1017.8
5374;sierra;14/6/2022;12:00;1;10.3;0.00;81;8.7;240.0;3;1021.7
5375;costa;14/6/2022;12:00;1;22.3;0.00;85;25.6;0.0;3;1012.9
5376;oriente;14/6/2022;12:00;1;24.5;0.10;60;25.7;204.0;51;1015.8
5377;sierra;15/6/2022;0:00;0;6.9;0.10;88;5.3;2.0;51;1021.3
5378;costa;15/6/2022;0:00;0;23.8;0.20;83;26.6;84.5;51;1012.1
5379;oriente;15/6/2022;0:00;0;17.4;0.00;87;18.4;12.5;0;1016.7
5380;sierra;15/6/2022;12:00;1;10.9;0.00;81;9.4;290.3;0;1020.7
5381;costa;15/6/2022;12:00;1;22.4;0.00;79;24.6;0.5;3;1013.6
5382;oriente;15/6/2022;12:00;1;25.7;0.00;53;26.7;349.0;1;1015.0
5383;sierra;16/6/2022;0:00;0;7.5;0.00;87;6.1;7.7;0;1021.5
5384;costa;16/6/2022;0:00;0;25.1;0.00;67;26.9;232.7;1;1011.1
5385;oriente;16/6/2022;0:00;0;18.5;0.00;83;19.6;10.2;1;1017.0
5386;sierra;16/6/2022;12:00;1;10.6;0.10;79;9.2;265.0;51;1022.7
5387;costa;16/6/2022;12:00;1;20.8;0.00;89;23.6;1.7;0;1013.8
5388;oriente;16/6/2022;12:00;1;24.8;0.20;62;26.3;212.0;51;1016.6
5389;sierra;17/6/2022;0:00;0;6.3;0.10;93;5.0;14.3;51;1021.0
5390;costa;17/6/2022;0:00;0;26.0;0.00;70;29.0;209.2;3;1011.1
5391;oriente;17/6/2022;0:00;0;18.4;0.00;87;19.7;8.3;1;1015.7
5392;sierra;17/6/2022;12:00;1;11.5;0.00;77;10.3;268.7;3;1020.5
5393;costa;17/6/2022;12:00;1;20.9;0.00;85;23.2;0.7;3;1014.3
5394;oriente;17/6/2022;12:00;1;25.0;0.00;68;27.7;175.8;3;1015.1
5395;sierra;18/6/2022;0:00;0;8.9;0.00;80;7.5;8.3;3;1019.7
5396;costa;18/6/2022;0:00;0;25.9;0.00;66;29.1;52.3;3;1012.6
5397;oriente;18/6/2022;0:00;0;18.9;0.00;91;21.2;2.5;3;1015.5
5398;sierra;18/6/2022;12:00;1;11.3;0.20;81;10.1;241.8;51;1020.0
5399;costa;18/6/2022;12:00;1;20.9;0.00;91;24.1;1.0;3;1013.7
5400;oriente;18/6/2022;12:00;1;23.2;1.00;79;26.2;240.8;51;1015.9
5401;sierra;19/6/2022;0:00;0;8.7;0.80;84;7.5;0.3;51;1021.3
5402;costa;19/6/2022;0:00;0;24.5;0.00;78;27.0;68.3;3;1012.4
5403;oriente;19/6/2022;0:00;0;19.0;0.40;91;21.3;6.3;51;1017.1
5404;sierra;19/6/2022;12:00;1;10.5;0.40;81;9.2;179.8;51;1021.9
5405;costa;19/6/2022;12:00;1;21.0;0.60;93;24.6;0.7;51;1013.0
5406;oriente;19/6/2022;12:00;1;22.8;0.90;77;25.5;106.5;51;1016.6
5407;sierra;20/6/2022;0:00;0;8.2;5.80;99;7.1;2.8;53;1021.8
5408;costa;20/6/2022;0:00;0;26.6;0.00;69;29.4;232.3;1;1010.3
5409;oriente;20/6/2022;0:00;0;19.1;0.00;87;21.2;0.5;3;1017.3
5410;sierra;20/6/2022;12:00;1;10.4;0.50;88;9.0;98.2;51;1022.1
5411;costa;20/6/2022;12:00;1;21.2;0.00;84;23.8;1.0;1;1013.3
5412;oriente;20/6/2022;12:00;1;24.8;0.70;69;27.1;203.0;51;1016.2
5413;sierra;21/6/2022;0:00;0;9.0;0.40;86;7.8;5.0;51;1021.0
5414;costa;21/6/2022;0:00;0;24.9;0.00;83;28.9;103.5;2;1010.6
5415;oriente;21/6/2022;0:00;0;18.4;0.10;90;20.4;1.3;51;1016.8
5416;sierra;21/6/2022;12:00;1;10.0;0.50;88;8.9;147.5;51;1021.8
5417;costa;21/6/2022;12:00;1;22.7;0.00;85;25.9;0.2;3;1012.6
5418;oriente;21/6/2022;12:00;1;24.3;0.20;65;25.6;203.2;51;1016.5
5419;sierra;22/6/2022;0:00;0;8.5;0.10;84;6.9;3.8;51;1020.0
5420;costa;22/6/2022;0:00;0;24.5;0.00;80;27.6;33.0;3;1011.3
5421;oriente;22/6/2022;0:00;0;18.4;0.00;90;20.1;6.3;3;1015.0
5422;sierra;22/6/2022;12:00;1;10.6;0.40;91;9.6;211.2;51;1019.8
5423;costa;22/6/2022;12:00;1;21.7;0.00;81;24.1;0.0;3;1012.0
5424;oriente;22/6/2022;12:00;1;25.1;0.40;68;28.1;223.7;51;1014.0
5425;sierra;23/6/2022;0:00;0;8.7;0.40;85;7.5;6.7;51;1018.9
5426;costa;23/6/2022;0:00;0;24.4;0.00;74;26.3;98.8;2;1009.8
5427;oriente;23/6/2022;0:00;0;18.3;4.30;98;20.6;6.2;53;1014.8
5428;sierra;23/6/2022;12:00;1;10.1;0.30;91;9.1;86.3;51;1020.5
5429;costa;23/6/2022;12:00;1;20.7;0.00;83;23.1;1.3;0;1011.5
5430;oriente;23/6/2022;12:00;1;22.4;8.80;86;25.9;90.0;61;1016.0
5431;sierra;24/6/2022;0:00;0;7.9;1.30;87;6.6;6.2;51;1020.4
5432;costa;24/6/2022;0:00;0;24.6;0.00;75;27.7;89.0;3;1010.2
5433;oriente;24/6/2022;0:00;0;18.9;1.10;98;21.7;4.5;51;1015.9
5434;sierra;24/6/2022;12:00;1;8.2;3.30;96;7.0;33.0;53;1022.2
5435;costa;24/6/2022;12:00;1;19.9;0.80;89;21.9;1.0;51;1013.6
5436;oriente;24/6/2022;12:00;1;21.6;5.00;91;25.1;58.3;53;1016.6
5437;sierra;25/6/2022;0:00;0;7.5;7.20;98;6.3;0.0;55;1021.9
5438;costa;25/6/2022;0:00;0;23.7;0.30;84;27.3;94.8;51;1012.3
5439;oriente;25/6/2022;0:00;0;18.8;7.70;98;21.6;1.2;55;1017.3
5440;sierra;25/6/2022;12:00;1;7.7;10.30;96;6.1;1.2;61;1024.0
5441;costa;25/6/2022;12:00;1;20.9;5.30;93;24.3;0.0;53;1012.7
5442;oriente;25/6/2022;12:00;1;21.5;6.80;85;23.9;136.7;55;1018.2
5443;sierra;26/6/2022;0:00;0;6.5;10.00;98;4.6;0.0;61;1024.5
5444;costa;26/6/2022;0:00;0;25.5;0.00;78;29.0;184.2;2;1010.6
5445;oriente;26/6/2022;0:00;0;18.4;2.40;98;20.7;0.3;51;1018.4
5446;sierra;26/6/2022;12:00;1;7.0;1.30;89;5.2;2.2;51;1025.0
5447;costa;26/6/2022;12:00;1;21.6;0.50;86;24.1;0.0;51;1014.6
5448;oriente;26/6/2022;12:00;1;21.7;1.80;82;23.8;28.8;51;1019.2
5449;sierra;27/6/2022;0:00;0;8.1;0.10;76;6.1;0.0;51;1022.8
5450;costa;27/6/2022;0:00;0;24.1;0.40;78;26.9;97.3;51;1013.5
5451;oriente;27/6/2022;0:00;0;18.7;0.00;84;20.1;3.2;3;1018.1
5452;sierra;27/6/2022;12:00;1;11.5;0.00;68;9.3;283.8;3;1021.9
5453;costa;27/6/2022;12:00;1;19.8;0.00;92;22.8;1.3;0;1014.8
5454;oriente;27/6/2022;12:00;1;25.5;0.00;50;26.4;211.7;1;1016.4
5455;sierra;28/6/2022;0:00;0;8.4;0.00;83;7.1;8.2;0;1021.3
5456;costa;28/6/2022;0:00;0;23.5;0.10;86;27.1;32.5;51;1013.3
5457;oriente;28/6/2022;0:00;0;17.1;0.00;90;18.5;10.2;0;1016.2
5458;sierra;28/6/2022;12:00;1;12.5;0.00;69;11.0;341.0;0;1021.2
5459;costa;28/6/2022;12:00;1;20.2;0.00;89;22.4;1.2;2;1015.8
5460;oriente;28/6/2022;12:00;1;24.0;0.20;70;26.6;284.2;51;1017.5
5461;sierra;29/6/2022;0:00;0;9.1;0.00;80;7.8;13.3;1;1021.7
5462;costa;29/6/2022;0:00;0;24.1;0.00;76;25.8;229.8;0;1012.4
5463;oriente;29/6/2022;0:00;0;18.5;4.00;95;20.8;9.8;53;1017.5
5464;sierra;29/6/2022;12:00;1;10.8;0.20;79;9.4;189.2;51;1022.5
5465;costa;29/6/2022;12:00;1;20.2;0.00;92;22.9;1.2;0;1015.0
5466;oriente;29/6/2022;12:00;1;24.9;0.30;73;28.0;303.8;51;1016.8
5467;sierra;30/6/2022;0:00;0;8.4;0.10;86;7.4;12.0;51;1021.9
5468;costa;30/6/2022;0:00;0;24.8;0.00;72;26.8;134.5;0;1012.0
5469;oriente;30/6/2022;0:00;0;18.5;0.00;86;20.0;5.7;1;1016.9
5470;sierra;30/6/2022;12:00;1;9.9;0.00;84;8.4;154.5;3;1022.6
5471;costa;30/6/2022;12:00;1;20.7;0.00;87;22.8;1.0;0;1013.6
5472;oriente;30/6/2022;12:00;1;25.5;0.70;56;26.5;276.5;51;1015.6
5473;sierra;1/7/2022;0:00;0;8.8;0.00;81;7.4;13.5;3;1020.5
5474;costa;1/7/2022;0:00;0;24.6;0.00;72;26.4;138.7;1;1010.9
5475;oriente;1/7/2022;0:00;0;18.9;0.00;87;20.6;13.3;3;1015.1
5476;sierra;1/7/2022;12:00;1;10.7;0.30;89;9.7;219.5;51;1021.0
5477;costa;1/7/2022;12:00;1;20.7;0.00;90;23.2;1.2;0;1012.5
5478;oriente;1/7/2022;12:00;1;25.4;0.00;64;27.3;279.5;2;1014.7
5479;sierra;2/7/2022;0:00;0;8.5;1.00;91;7.6;8.3;51;1020.1
5480;costa;2/7/2022;0:00;0;24.1;0.00;75;25.8;137.8;1;1008.9
5481;oriente;2/7/2022;0:00;0;19.2;0.00;90;21.2;11.5;3;1015.0
5482;sierra;2/7/2022;12:00;1;8.4;6.10;100;7.5;3.5;55;1022.0
5483;costa;2/7/2022;12:00;1;20.3;0.00;91;23.0;1.0;0;1011.8
5484;oriente;2/7/2022;12:00;1;25.2;2.40;71;28.4;163.5;51;1015.4
5485;sierra;3/7/2022;0:00;0;8.1;1.50;94;7.1;8.0;51;1021.0
5486;costa;3/7/2022;0:00;0;24.2;0.00;76;26.2;150.3;2;1010.0
5487;oriente;3/7/2022;0:00;0;18.5;0.30;91;20.1;6.2;51;1016.1
5488;sierra;3/7/2022;12:00;1;8.2;11.10;100;6.6;0.2;61;1022.9
5489;costa;3/7/2022;12:00;1;20.9;0.00;87;23.5;1.0;1;1012.8
5490;oriente;3/7/2022;12:00;1;23.4;2.10;79;26.1;120.3;51;1016.8
5491;sierra;4/7/2022;0:00;0;7.7;17.80;100;5.8;1.2;63;1022.4
5492;costa;4/7/2022;0:00;0;23.8;0.00;77;26.1;94.5;1;1012.4
5493;oriente;4/7/2022;0:00;0;19.4;3.40;99;22.2;11.0;53;1017.7
