id;velocidad_viento_10m;presion_superficie;temp_suelo_7cm;humedad_suelo_7cm;temp_suelo_250cm
6121;0.8;714.1;8.2;0.403;10.4
6122;14.3;1010.5;28.3;0.317;25.8
6123;3.9;890.8;20.0;0.395;21.3
6124;7.6;716.0;14.3;0.398;10.4
6125;6.2;1013.6;23.3;0.317;25.8
6126;6.8;894.1;24.0;0.383;21.3
6127;2.6;713.2;9.8;0.395;10.4
6128;8.6;1011.4;28.3;0.311;25.8
6129;5.4;892.8;21.0;0.416;21.3
6130;6.7;715.4;14.0;0.398;10.5
6131;5.1;1013.5;24.6;0.290;26.0
6132;4.6;893.9;22.0;0.415;21.4
6133;0.5;714.5;10.4;0.408;10.5
6134;11.5;1012.4;27.3;0.287;26.0
6135;2.5;893.7;20.2;0.430;21.4
6136;6.6;716.8;11.3;0.436;10.5
6137;5.6;1014.8;23.7;0.288;26.0
6138;3.2;894.8;21.8;0.421;21.4
6139;2.9;714.9;10.8;0.424;10.5
6140;11.8;1013.1;27.2;0.288;26.0
6141;1.6;894.1;20.6;0.428;21.4
6142;5.9;716.1;14.3;0.419;10.5
6143;3.6;1014.4;24.0;0.288;26.0
6144;2.9;895.2;21.6;0.428;21.4
6145;1.4;714.5;11.0;0.430;10.5
6146;6.5;1011.8;28.5;0.283;26.0
6147;1.5;892.1;20.1;0.414;21.4
6148;4.8;715.0;13.4;0.433;10.5
6149;4.1;1013.6;24.2;0.283;26.0
6150;6.6;894.2;23.2;0.409;21.4
6151;1.8;713.9;10.8;0.435;10.5
6152;6.9;1011.0;27.7;0.283;26.0
6153;3.8;892.6;20.9;0.426;21.4
6154;5.9;715.9;13.9;0.421;10.5
6155;3.1;1013.6;23.4;0.283;26.0
6156;4.9;894.0;22.6;0.425;21.4
6157;2.9;714.3;10.9;0.439;10.5
6158;11.9;1010.1;29.2;0.281;26.0
6159;3.4;892.0;20.3;0.417;21.4
6160;4.7;716.0;12.9;0.429;10.5
6161;7.7;1013.7;23.8;0.282;26.0
6162;3.2;893.8;22.1;0.421;21.4
6163;2.9;715.0;10.0;0.416;10.6
6164;9.3;1011.3;27.5;0.281;26.0
6165;1.9;893.7;20.4;0.428;21.4
6166;6.8;716.8;14.7;0.406;10.6
6167;6.1;1014.7;23.9;0.281;26.0
6168;1.5;895.5;21.9;0.424;21.4
6169;1.1;714.5;9.0;0.407;10.6
6170;11.5;1012.6;26.6;0.282;26.0
6171;2.2;891.9;20.0;0.410;21.4
6172;6.5;717.6;16.1;0.394;10.6
6173;4.3;1015.1;23.4;0.283;26.0
6174;4.7;895.2;23.0;0.410;21.4
6175;1.9;714.0;9.3;0.397;10.6
6176;12.2;1011.5;26.8;0.288;26.0
6177;1.4;891.0;20.3;0.405;21.4
6178;4.8;715.5;14.7;0.431;10.6
6179;6.9;1014.2;22.7;0.289;26.0
6180;3.3;893.7;21.3;0.424;21.4
6181;1.8;714.1;10.5;0.431;10.6
6182;10.6;1010.9;28.4;0.287;26.0
6183;3.1;891.7;20.4;0.414;21.4
6184;6.9;716.2;16.8;0.413;10.6
6185;6.6;1013.8;23.6;0.290;26.0
6186;5.8;893.2;23.4;0.412;21.4
6187;2.7;714.2;9.9;0.415;10.6
6188;14.2;1011.4;27.8;0.286;26.0
6189;3.3;892.7;20.8;0.413;21.4
6190;4.1;716.4;14.7;0.418;10.6
6191;5.0;1014.8;23.2;0.285;26.0
6192;8.6;893.8;23.3;0.409;21.4
6193;1.1;714.2;11.2;0.431;10.6
6194;12.0;1012.2;28.1;0.295;26.0
6195;3.1;893.1;20.6;0.426;21.4
6196;5.4;716.5;15.6;0.411;10.6
6197;5.8;1015.4;23.5;0.293;26.0
6198;8.3;894.4;22.2;0.423;21.4
6199;3.3;713.2;9.3;0.412;10.7
6200;11.3;1011.3;29.6;0.299;26.0
6201;5.3;892.4;20.6;0.409;21.4
6202;4.3;715.3;16.2;0.413;10.7
6203;7.5;1014.3;22.7;0.299;26.0
6204;10.0;893.1;22.9;0.408;21.4
6205;2.3;713.2;8.9;0.410;10.7
6206;11.9;1010.8;26.1;0.298;26.0
6207;6.0;891.2;20.8;0.395;21.4
6208;5.1;715.5;15.0;0.408;10.7
6209;5.9;1013.0;23.5;0.296;26.0
6210;5.6;893.0;22.6;0.415;21.4
6211;1.9;713.7;9.7;0.402;10.7
6212;12.7;1009.7;28.0;0.304;26.0
6213;2.5;891.8;20.1;0.401;21.4
6214;5.4;715.8;15.1;0.395;10.7
6215;3.8;1013.6;22.7;0.304;26.0
6216;2.2;894.7;22.7;0.415;21.4
6217;2.5;714.9;10.2;0.398;10.7
6218;15.8;1011.0;27.8;0.299;26.0
6219;5.5;893.7;20.6;0.428;21.4
6220;3.6;715.6;9.3;0.434;10.7
6221;4.3;1014.6;22.7;0.299;26.0
6222;2.5;895.8;20.6;0.430;21.4
6223;0.4;715.0;8.0;0.409;10.7
6224;13.6;1012.4;27.4;0.299;26.0
6225;6.0;895.0;18.5;0.417;21.4
6226;7.2;715.5;10.2;0.401;10.7
6227;5.9;1015.0;23.2;0.299;26.0
6228;13.2;896.0;22.1;0.412;21.4
6229;0.0;714.1;6.7;0.391;10.7
6230;13.9;1013.8;27.4;0.295;26.0
6231;4.3;892.8;18.6;0.403;21.4
6232;8.4;715.9;13.2;0.382;10.7
6233;6.1;1014.4;23.0;0.297;26.0
6234;9.3;895.4;23.0;0.393;21.4
6235;3.3;713.5;7.3;0.387;10.7
6236;14.3;1011.6;28.7;0.292;26.0
6237;4.5;891.5;19.4;0.389;21.4
6238;7.7;715.3;13.1;0.387;10.7
6239;4.3;1014.9;23.2;0.292;26.0
6240;8.0;894.1;23.2;0.387;21.4
6241;1.8;713.4;7.6;0.397;10.7
6242;13.0;1011.7;27.7;0.291;26.0
6243;2.5;892.2;19.8;0.386;21.4
6244;6.2;715.4;11.9;0.411;10.7
6245;4.0;1014.2;22.9;0.290;26.0
6246;7.0;894.6;23.6;0.383;21.4
6247;1.1;713.6;7.7;0.406;10.7
6248;14.5;1011.5;27.5;0.290;26.0
6249;5.1;893.1;20.2;0.395;21.4
6250;5.9;717.1;14.7;0.390;10.7
6251;5.6;1014.6;23.1;0.290;26.0
6252;5.9;894.9;24.1;0.377;21.4
6253;1.5;714.5;9.3;0.386;10.7
6254;13.6;1012.2;27.6;0.290;26.0
6255;2.9;893.0;21.0;0.371;21.4
6256;7.4;717.2;14.7;0.395;10.7
6257;5.7;1015.5;23.9;0.289;26.0
6258;3.3;895.7;22.6;0.400;21.4
6259;0.8;715.2;9.6;0.414;10.7
6260;12.6;1013.2;26.8;0.288;26.0
6261;4.8;894.2;20.4;0.425;21.4
6262;4.7;716.1;13.8;0.406;10.7
6263;7.2;1016.0;23.6;0.289;26.0
6264;3.8;894.7;22.5;0.412;21.4
6265;1.5;714.4;10.0;0.432;10.7
6266;12.4;1013.0;26.7;0.287;26.0
6267;1.6;893.4;20.0;0.418;21.4
6268;4.0;716.5;13.7;0.433;10.7
6269;5.2;1014.6;23.1;0.284;26.0
6270;3.9;895.6;20.8;0.430;21.4
6271;1.0;714.1;9.5;0.431;10.7
6272;14.2;1011.8;27.9;0.288;26.0
6273;1.8;892.5;19.4;0.415;21.4
6274;6.9;716.4;13.3;0.415;10.7
6275;5.2;1013.6;23.2;0.286;26.0
6276;2.3;894.8;22.3;0.417;21.4
6277;0.5;714.2;8.7;0.405;10.7
6278;10.8;1011.8;27.1;0.288;26.0
6279;2.2;892.6;20.2;0.401;21.4
6280;5.7;715.9;14.2;0.427;10.7
6281;6.2;1014.8;23.1;0.288;26.0
6282;4.8;893.8;22.8;0.414;21.4
6283;1.0;713.9;9.3;0.428;10.7
6284;12.6;1012.7;27.6;0.293;26.0
6285;2.3;891.9;19.8;0.414;21.4
6286;5.4;715.6;15.1;0.424;10.7
6287;4.0;1014.3;23.3;0.294;26.0
6288;7.6;892.8;21.6;0.419;21.4
6289;4.2;712.7;10.4;0.403;10.7
6290;11.6;1010.9;27.3;0.288;26.0
6291;1.5;892.4;20.4;0.430;21.4
6292;5.2;715.6;15.7;0.397;10.7
6293;9.1;1013.4;23.4;0.286;26.0
6294;5.0;893.9;22.6;0.422;21.4
6295;3.3;713.7;10.6;0.400;10.7
6296;15.9;1009.9;27.7;0.278;26.0
6297;3.6;892.7;20.2;0.430;21.4
6298;8.4;715.8;11.1;0.428;10.7
6299;8.2;1014.0;23.5;0.276;26.0
6300;2.1;894.6;24.0;0.420;21.4
6301;3.4;714.7;10.3;0.427;10.7
6302;15.6;1011.5;27.6;0.283;26.0
6303;5.4;893.3;20.3;0.430;21.4
6304;4.2;715.6;10.3;0.432;10.7
6305;2.8;1013.6;23.8;0.285;26.0
6306;5.2;895.3;23.5;0.423;21.4
6307;1.5;714.5;9.3;0.429;10.7
6308;10.4;1011.2;29.3;0.282;26.0
6309;3.4;893.3;21.0;0.426;21.4
6310;4.3;715.1;10.3;0.435;10.7
6311;2.9;1013.8;23.6;0.291;26.0
6312;1.4;894.3;21.3;0.428;21.4
6313;1.5;714.2;7.9;0.401;10.7
6314;9.0;1010.0;29.1;0.288;26.0
6315;3.9;891.6;20.1;0.415;21.4
6316;7.3;716.4;13.7;0.407;10.7
6317;4.6;1013.0;24.7;0.286;26.0
6318;6.3;894.6;23.6;0.409;21.4
6319;3.3;713.4;9.5;0.393;10.7
6320;13.3;1007.8;30.0;0.282;26.0
6321;1.3;892.1;20.5;0.398;21.4
6322;6.5;715.8;15.1;0.393;10.7
6323;3.8;1011.9;24.4;0.282;26.0
6324;4.1;894.0;24.3;0.399;21.4
6325;2.3;713.5;10.0;0.385;10.7
6326;14.2;1008.8;28.3;0.282;26.0
6327;3.1;889.9;20.6;0.401;21.4
6328;4.5;715.4;15.4;0.380;10.7
6329;6.9;1011.8;23.8;0.282;26.0
6330;5.5;892.9;24.1;0.393;21.4
6331;2.1;713.7;10.0;0.414;10.7
6332;11.5;1009.2;28.7;0.280;26.0
6333;5.5;891.0;20.8;0.422;21.4
6334;7.0;715.2;15.3;0.425;10.7
6335;3.9;1012.8;23.9;0.280;26.0
6336;6.1;892.4;23.5;0.407;21.4
6337;1.1;713.4;10.4;0.421;10.7
6338;11.5;1010.6;28.9;0.281;26.0
6339;5.3;892.1;21.0;0.421;21.4
6340;4.7;714.8;14.8;0.429;10.7
6341;5.3;1013.9;23.9;0.282;26.0
6342;7.4;892.6;23.1;0.411;21.4
6343;3.7;713.0;9.3;0.416;10.7
6344;10.6;1010.4;28.8;0.280;26.0
6345;3.8;891.9;20.1;0.410;21.4
6346;4.8;715.4;14.7;0.414;10.7
6347;4.9;1013.4;23.7;0.281;26.0
6348;7.1;893.4;22.3;0.407;21.4
6349;1.6;712.8;9.7;0.414;10.7
6350;14.0;1010.6;29.0;0.279;26.0
6351;4.0;891.6;19.0;0.419;21.4
6352;4.7;714.9;13.8;0.415;10.7
6353;3.4;1013.3;23.7;0.280;26.0
6354;4.4;893.5;22.1;0.415;21.4
6355;1.6;713.4;9.5;0.419;10.8
6356;13.5;1009.3;29.7;0.278;26.0
6357;2.0;892.2;19.6;0.427;21.4
6358;10.0;716.2;13.1;0.418;10.8
6359;3.8;1013.5;24.2;0.277;26.0
6360;4.0;894.7;22.9;0.418;21.4
6361;3.0;714.1;8.2;0.403;10.8
6362;13.3;1010.3;29.1;0.273;26.0
6363;3.3;892.1;19.9;0.398;21.4
6364;10.0;716.6;12.4;0.419;10.8
6365;6.6;1014.6;24.4;0.273;26.0
6366;4.9;894.7;23.8;0.400;21.4
6367;1.9;715.2;9.5;0.399;10.8
6368;12.3;1011.7;28.6;0.275;26.0
6369;3.8;893.1;20.1;0.418;21.4
6370;12.8;717.4;14.5;0.390;10.8
6371;4.8;1014.4;23.9;0.272;26.0
6372;4.4;895.2;22.2;0.412;21.4
6373;2.3;712.6;9.0;0.378;10.8
6374;13.8;1012.0;28.6;0.275;26.0
6375;1.8;892.7;20.3;0.412;21.4
6376;8.9;715.9;16.1;0.370;10.8
6377;6.6;1013.8;25.4;0.272;26.0
6378;5.8;893.3;22.9;0.406;21.4
6379;2.1;712.9;10.7;0.377;10.8
6380;10.5;1011.7;27.7;0.275;26.0
6381;4.1;891.9;20.2;0.428;21.4
6382;4.2;715.1;15.0;0.419;10.8
6383;3.5;1013.3;24.3;0.276;26.0
6384;4.1;892.8;20.8;0.428;21.4
6385;1.6;712.4;9.6;0.418;10.8
6386;15.1;1008.9;29.3;0.272;26.0
6387;4.6;891.5;20.1;0.418;21.4
6388;4.1;714.8;16.0;0.393;10.8
6389;2.5;1012.3;24.5;0.274;26.0
6390;12.3;892.3;21.8;0.418;21.4
6391;1.6;711.7;8.9;0.403;10.8
6392;11.2;1009.5;28.7;0.277;26.0
6393;4.3;890.4;19.6;0.411;21.3
6394;2.7;714.5;15.3;0.401;10.8
6395;5.4;1012.0;24.1;0.278;26.0
6396;11.2;891.6;21.9;0.412;21.3
6397;1.5;711.7;9.5;0.418;10.8
6398;5.0;1011.6;27.5;0.274;26.0
6399;3.7;889.7;19.1;0.407;21.3
6400;3.8;713.6;15.3;0.407;10.8
6401;6.8;1012.2;24.1;0.275;26.0
6402;11.5;892.0;22.1;0.408;21.3
6403;3.4;713.1;10.2;0.431;10.8
6404;13.7;1009.7;29.0;0.269;26.0
6405;3.7;890.9;18.8;0.400;21.3
6406;6.3;715.1;14.2;0.413;10.8
6407;5.5;1012.8;24.0;0.270;26.0
6408;8.0;893.3;22.3;0.408;21.3
6409;2.6;712.2;8.9;0.420;10.8
6410;4.7;1010.6;29.3;0.268;26.0
6411;2.2;891.4;19.8;0.402;21.3
6412;4.0;714.1;14.7;0.410;10.8
6413;4.1;1013.4;24.7;0.269;26.0
6414;8.9;892.1;22.0;0.399;21.3
6415;3.7;711.2;8.8;0.417;10.8
6416;11.7;1010.1;29.0;0.273;26.1
6417;2.4;890.9;19.4;0.424;21.3
6418;7.0;714.6;14.8;0.410;10.8
6419;6.2;1012.0;24.5;0.272;26.1
6420;5.3;892.4;21.5;0.415;21.3
6421;1.5;712.0;8.1;0.415;10.8
6422;12.2;1008.7;30.3;0.270;26.1
6423;3.1;891.6;18.9;0.412;21.3
6424;6.1;715.2;14.4;0.400;10.8
6425;5.7;1012.4;24.9;0.271;26.1
6426;3.7;893.3;21.1;0.418;21.3
6427;2.2;711.4;9.8;0.393;10.8
6428;11.3;1011.3;27.6;0.277;26.1
6429;2.1;892.8;19.5;0.415;21.3
6430;7.8;716.1;13.8;0.393;10.8
6431;7.3;1014.7;24.5;0.275;26.1
6432;2.5;895.1;21.0;0.419;21.3
6433;1.8;713.4;8.1;0.401;10.8
6434;12.6;1011.8;27.6;0.286;26.1
6435;3.4;892.9;19.2;0.418;21.3
6436;5.9;714.8;13.9;0.390;10.8
6437;7.0;1013.9;23.6;0.287;26.1
6438;2.2;893.8;20.7;0.416;21.3
6439;2.3;712.0;8.9;0.392;10.8
6440;15.0;1009.7;28.7;0.283;26.1
6441;2.7;891.4;18.8;0.403;21.3
6442;5.2;714.5;14.3;0.389;10.8
6443;2.8;1012.4;23.7;0.278;26.1
6444;4.4;893.3;22.2;0.402;21.3
6445;3.1;712.3;9.1;0.391;10.8
6446;8.2;1009.0;29.5;0.281;26.1
6447;2.9;890.7;18.8;0.415;21.3
6448;5.9;715.6;15.5;0.381;10.8
6449;3.4;1013.0;24.9;0.278;26.1
6450;3.9;894.2;20.6;0.413;21.3
6451;3.7;713.1;9.5;0.391;10.8
6452;11.8;1010.2;29.5;0.268;26.1
6453;5.8;893.2;19.2;0.428;21.3
6454;7.0;715.6;13.3;0.395;10.8
6455;7.7;1014.2;25.0;0.264;26.1
6456;2.3;894.8;22.6;0.423;21.3
6457;3.1;713.2;8.4;0.381;10.8
6458;10.8;1010.8;29.1;0.260;26.1
6459;4.0;891.1;19.2;0.409;21.3
6460;6.6;716.1;15.1;0.377;10.8
6461;2.1;1012.1;24.9;0.260;26.1
6462;4.4;894.7;22.7;0.406;21.2
6463;3.6;712.2;9.2;0.364;10.8
6464;8.8;1009.3;29.7;0.254;26.1
6465;1.8;891.2;19.8;0.394;21.2
6466;5.2;715.1;14.4;0.370;10.8
6467;3.2;1012.2;25.2;0.254;26.1
6468;2.5;894.1;21.3;0.425;21.2
6469;2.3;713.2;9.3;0.355;10.8
6470;12.3;1009.8;28.4;0.257;26.1
6471;7.7;892.2;19.5;0.426;21.2
6472;6.9;714.5;10.8;0.394;10.8
6473;6.0;1012.0;24.6;0.258;26.1
6474;1.3;894.2;23.0;0.420;21.2
6475;3.2;712.7;8.1;0.382;10.8
6476;13.1;1009.0;28.7;0.265;26.1
6477;5.4;891.6;19.7;0.427;21.2
6478;6.6;715.1;12.1;0.381;10.8
6479;3.6;1012.5;25.0;0.266;26.1
6480;1.8;894.3;23.2;0.408;21.2
6481;3.1;712.3;8.4;0.374;10.8
6482;10.2;1008.8;29.2;0.268;26.1
6483;6.6;890.5;19.9;0.404;21.2
6484;7.9;715.3;15.0;0.368;10.8
6485;2.2;1011.4;25.5;0.270;26.1
6486;4.2;892.9;23.2;0.403;21.2
6487;2.3;712.0;9.7;0.386;10.8
6488;8.9;1007.8;30.4;0.271;26.1
6489;2.9;889.7;19.8;0.401;21.2
6490;7.2;714.3;13.9;0.382;10.8
6491;2.5;1009.6;26.2;0.272;26.1
6492;2.6;892.0;22.8;0.418;21.2
6493;4.6;712.0;8.9;0.394;10.8
6494;5.8;1007.7;31.2;0.275;26.1
6495;1.8;890.7;20.4;0.400;21.2
6496;6.8;715.1;15.7;0.375;10.8
6497;3.9;1011.5;25.9;0.281;26.1
6498;4.4;893.0;22.9;0.399;21.2
6499;3.4;713.3;8.6;0.389;10.8
6500;12.2;1008.5;30.8;0.277;26.1
6501;2.4;892.1;19.6;0.398;21.2
6502;6.8;716.6;15.2;0.377;10.8
6503;2.7;1012.8;26.4;0.276;26.2
6504;2.8;895.0;22.6;0.413;21.2
6505;2.0;712.6;8.6;0.363;10.8
6506;8.9;1009.7;28.9;0.282;26.2
6507;2.5;892.3;20.2;0.403;21.2
6508;6.8;716.9;14.9;0.357;10.8
6509;5.4;1013.0;26.0;0.283;26.2
6510;0.7;895.2;23.7;0.404;21.2
6511;2.1;713.5;10.2;0.344;10.8
6512;10.1;1010.8;28.5;0.286;26.2
6513;4.0;892.7;21.0;0.388;21.2
6514;7.6;716.4;15.5;0.346;10.8
6515;4.7;1012.4;25.9;0.285;26.2
6516;3.4;894.4;23.6;0.393;21.2
6517;3.5;713.4;10.1;0.340;10.8
6518;9.0;1009.5;30.1;0.278;26.2
6519;1.8;892.3;20.8;0.379;21.2
6520;5.8;716.3;14.9;0.344;10.9
6521;2.4;1011.9;26.2;0.278;26.2
6522;0.7;894.5;24.0;0.382;21.2
6523;3.9;712.3;10.1;0.327;10.9
6524;5.6;1009.3;30.3;0.273;26.2
6525;3.7;892.7;21.7;0.374;21.2
6526;6.8;716.6;15.6;0.329;10.9
6527;3.8;1012.3;25.9;0.272;26.2
6528;2.2;894.2;24.5;0.371;21.2
6529;1.4;713.3;10.7;0.319;10.9
6530;8.9;1008.2;31.6;0.268;26.2
6531;3.3;891.9;22.2;0.361;21.2
6532;5.4;715.4;15.5;0.318;10.9
6533;1.6;1012.0;27.3;0.265;26.2
6534;3.4;893.2;24.0;0.371;21.2
6535;1.0;712.8;10.8;0.320;10.9
6536;5.1;1009.2;28.9;0.292;26.2
6537;0.4;890.5;19.7;0.392;21.2
6538;5.1;713.6;15.5;0.369;10.9
6539;5.4;1010.8;25.3;0.300;26.2
6540;6.9;892.0;22.5;0.395;21.2
6541;3.0;713.3;10.2;0.397;10.9
6542;12.1;1009.8;29.1;0.304;26.2
6543;1.4;892.4;20.8;0.386;21.2
6544;6.4;715.0;13.4;0.389;10.9
6545;2.2;1012.5;25.6;0.302;26.2
6546;3.1;894.4;21.9;0.379;21.2
6547;1.3;713.0;8.1;0.381;10.9
6548;10.0;1010.6;29.7;0.298;26.3
6549;5.2;891.6;19.6;0.370;21.2
6550;5.7;717.2;14.8;0.370;10.9
6551;7.5;1014.4;25.9;0.297;26.3
6552;2.5;896.0;22.9;0.363;21.2
6553;1.8;714.2;9.0;0.375;10.9
6554;11.6;1011.1;29.9;0.295;26.3
6555;2.5;892.7;20.7;0.344;21.2
6556;5.0;716.4;14.7;0.376;10.9
6557;2.9;1014.1;27.2;0.293;26.3
6558;2.3;895.8;23.1;0.344;21.2
6559;1.3;714.7;8.8;0.368;10.9
6560;11.9;1011.5;30.4;0.288;26.3
6561;3.1;893.6;20.2;0.330;21.2
6562;5.8;716.4;14.0;0.366;10.9
6563;0.5;1013.9;26.5;0.287;26.3
6564;4.3;895.8;23.1;0.346;21.2
6565;3.1;713.9;9.5;0.365;10.9
6566;5.7;1009.8;30.3;0.284;26.3
6567;1.4;892.9;20.5;0.335;21.2
6568;5.8;715.7;14.5;0.363;10.9
6569;2.4;1012.6;26.1;0.283;26.3
6570;3.3;894.7;23.0;0.347;21.2
6571;1.6;714.0;8.5;0.376;10.9
6572;5.6;1011.1;28.8;0.316;26.3
6573;3.4;892.5;20.5;0.378;21.2
6574;4.7;715.8;13.2;0.409;11.0
6575;4.0;1013.7;26.1;0.320;26.3
6576;1.5;895.4;22.0;0.391;21.2
6577;1.1;714.2;10.8;0.393;11.0
6578;7.6;1012.5;29.0;0.317;26.3
6579;5.4;893.6;20.2;0.396;21.2
6580;6.1;715.8;12.8;0.389;11.0
6581;4.1;1013.7;25.5;0.315;26.3
6582;6.6;895.3;22.1;0.393;21.2
6583;1.1;714.3;9.3;0.423;11.0
6584;9.7;1012.1;29.2;0.312;26.3
6585;1.9;893.7;19.8;0.388;21.2
6586;5.4;715.9;11.9;0.415;11.0
6587;8.0;1013.4;25.4;0.311;26.4
6588;3.4;895.0;22.2;0.383;21.2
6589;0.4;714.6;8.4;0.399;11.0
6590;5.4;1010.9;28.8;0.305;26.4
6591;3.1;893.3;20.1;0.373;21.2
6592;4.2;715.6;11.6;0.425;11.0
6593;5.0;1014.3;26.7;0.304;26.4
6594;7.7;895.5;21.3;0.380;21.2
6595;2.9;713.1;7.7;0.415;11.0
6596;4.3;1010.6;30.6;0.295;26.4
6597;5.4;893.4;19.2;0.385;21.2
6598;5.6;715.5;13.0;0.429;11.0
6599;3.2;1013.8;25.6;0.389;26.4
6600;9.9;894.8;21.6;0.388;21.2
6601;2.0;713.8;8.7;0.415;11.0
6602;12.2;1009.8;29.4;0.386;26.4
6603;2.3;893.3;19.5;0.389;21.2
6604;3.8;715.1;9.6;0.439;11.0
6605;1.3;1013.0;25.5;0.383;26.4
6606;4.0;895.0;22.2;0.392;21.2
6607;2.3;714.1;9.2;0.436;11.0
6608;13.4;1010.4;30.3;0.365;26.4
6609;3.7;893.8;19.8;0.408;21.2
6610;4.3;715.3;10.5;0.434;11.0
6611;4.1;1013.5;24.6;0.362;26.4
6612;4.4;895.0;23.1;0.415;21.2
6613;1.9;714.4;9.6;0.430;11.0
6614;8.6;1010.7;30.7;0.350;26.4
6615;2.2;894.3;20.2;0.427;21.2
6616;4.1;715.9;11.1;0.431;11.0
6617;3.3;1014.0;25.9;0.348;26.4
6618;1.8;895.5;20.5;0.429;21.2
6619;1.1;714.7;7.5;0.414;11.0
6620;8.2;1011.6;28.9;0.346;26.4
6621;2.5;893.7;19.5;0.427;21.2
6622;4.9;716.2;12.5;0.400;11.0
6623;4.6;1014.1;25.8;0.347;26.4
6624;2.9;895.9;21.0;0.430;21.2
6625;1.0;714.8;8.0;0.406;11.0
6626;3.3;1012.3;29.3;0.338;26.4
6627;2.6;893.9;19.0;0.415;21.2
6628;6.2;716.5;13.2;0.397;10.9
6629;3.3;1013.9;25.6;0.339;26.5
6630;3.2;896.0;22.6;0.413;21.2
6631;1.6;714.9;8.7;0.420;10.9
6632;6.4;1012.0;30.5;0.324;26.5
6633;1.5;893.0;19.6;0.404;21.2
6634;2.9;715.3;11.5;0.432;10.9
6635;4.1;1014.2;24.9;0.422;26.5
6636;2.9;895.2;20.8;0.409;21.2
6637;3.6;714.7;8.5;0.421;10.9
6638;9.7;1011.4;28.8;0.401;26.5
6639;2.9;894.3;19.8;0.411;21.2
6640;4.7;715.4;10.4;0.438;10.9
6641;2.7;1014.1;25.7;0.404;26.5
6642;1.8;895.8;20.1;0.415;21.2
6643;0.5;714.4;8.8;0.418;10.9
6644;9.0;1011.9;29.8;0.384;26.5
6645;6.4;893.8;19.8;0.430;21.2
6646;5.4;716.7;14.3;0.413;10.9
6647;3.6;1013.3;25.8;0.380;26.5
6648;5.4;895.7;19.8;0.425;21.2
6649;3.4;714.0;8.9;0.406;10.9
6650;7.0;1010.4;31.0;0.357;26.5
6651;5.1;893.0;20.1;0.415;21.2
6652;6.8;716.7;13.3;0.401;10.9
6653;5.0;1011.9;26.3;0.360;26.5
6654;1.5;894.8;22.8;0.411;21.2
6655;2.2;713.7;9.4;0.415;10.9
6656;4.9;1009.8;31.8;0.340;26.5
6657;3.3;892.1;20.2;0.392;21.2
6658;6.9;716.1;12.5;0.416;10.9
6659;4.0;1013.1;26.9;0.343;26.5
6660;3.5;894.9;21.3;0.422;21.2
6661;0.7;714.3;9.7;0.436;10.9
6662;3.0;1011.0;28.4;0.402;26.5
6663;3.8;893.5;20.2;0.429;21.2
6664;5.4;715.1;10.3;0.436;10.9
6665;4.0;1013.2;25.3;0.462;26.5
6666;3.1;895.0;21.3;0.422;21.2
6667;1.9;713.7;8.5;0.416;10.9
6668;14.1;1010.6;29.7;0.427;26.5
6669;3.0;893.1;19.5;0.412;21.2
6670;5.8;715.0;10.9;0.427;10.9
6671;4.3;1012.9;26.0;0.413;26.5
6672;2.4;895.0;21.8;0.415;21.2
6673;2.8;712.6;9.8;0.418;10.9
6674;11.4;1009.0;30.8;0.395;26.6
6675;4.4;891.9;19.6;0.415;21.2
6676;5.3;715.6;13.2;0.403;10.9
6677;0.7;1011.8;26.2;0.390;26.6
6678;1.1;893.9;21.4;0.412;21.2
6679;2.4;713.5;9.1;0.386;10.9
6680;9.2;1010.4;26.8;0.413;26.6
6681;5.2;891.9;19.6;0.425;21.2
6682;4.7;715.5;14.5;0.383;10.9
6683;2.6;1012.1;24.9;0.407;26.6
6684;3.2;894.4;21.8;0.419;21.2
6685;2.3;713.2;9.1;0.394;10.9
6686;4.9;1009.2;30.6;0.387;26.6
6687;1.9;892.3;19.4;0.422;21.2
6688;7.3;714.9;12.2;0.425;10.9
6689;2.5;1012.7;26.4;0.392;26.6
6690;6.6;894.8;22.1;0.419;21.2
6691;4.3;714.3;9.2;0.438;10.9
6692;2.9;1010.7;27.7;0.467;26.6
6693;1.6;894.1;19.5;0.429;21.2
6694;7.0;715.3;11.0;0.421;10.9
6695;5.4;1013.2;25.5;0.481;26.6
6696;1.5;895.2;20.2;0.425;21.2
6697;3.4;713.3;9.3;0.434;10.9
6698;2.8;1010.7;27.5;0.482;26.6
6699;2.5;892.9;19.9;0.429;21.2
6700;5.1;714.0;10.9;0.417;10.9
6701;3.8;1011.8;25.6;0.472;26.6
6702;3.3;894.3;22.5;0.419;21.2
6703;4.3;712.3;7.9;0.413;10.9
6704;4.3;1009.3;27.7;0.508;26.6
6705;1.8;891.2;19.7;0.414;21.1
6706;6.8;714.3;11.9;0.406;10.9
6707;2.2;1010.7;25.0;0.504;26.6
6708;1.5;894.1;22.9;0.409;21.1
6709;3.8;713.0;6.9;0.408;10.9
6710;6.2;1007.6;29.3;0.480;26.6
6711;3.8;891.3;20.1;0.396;21.1
6712;7.3;715.9;12.4;0.400;10.8
6713;2.1;1010.7;26.3;0.485;26.6
6714;5.4;894.9;23.0;0.394;21.1
6715;4.1;713.3;9.5;0.397;10.8
6716;3.3;1008.3;28.2;0.508;26.6
6717;6.1;892.7;20.0;0.430;21.1
